vaccine,influenza_season,geographic_level,geographic_name,demographic_level,demographic_name,indicator_label,indicator_category_label,month_week,week_ending,nd_weekly_estimate,ci_half_width_90pct,ci_half_width_95pct,n_weighted,n_unweighted,suppression_flag,data_source
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 3,2024-12-21T00:00:00.000,36.0366,2.5267,3.0106,70616455,2697,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28T00:00:00.000,38.9424,3.5735,4.2578,70766522,1718,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,2025-01-04T00:00:00.000,36.9885,3.2636,3.8886,70466555,1743,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 2,2025-01-11T00:00:00.000,35.9513,2.6743,3.1864,70326614,2368,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,2025-01-18T00:00:00.000,37.05,2.5642,3.0552,70382587,2833,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2025-01-25T00:00:00.000,36.1765,2.8498,3.3955,70423460,2340,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2024-11-02T00:00:00.000,31.6715,2.7985,3.3344,70819197,2434,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2024-11-09T00:00:00.000,31.7009,2.6416,3.1475,71005275,2558,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2024-11-16T00:00:00.000,34.8937,2.6302,3.1339,70822972,2960,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2024-11-23T00:00:00.000,34.8405,2.4684,2.941,70883572,2962,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 5,2024-11-30T00:00:00.000,39.2011,3.0386,3.6205,70764718,2208,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2024-10-05T00:00:00.000,30.4279,3.6396,4.3366,70891889,1408,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2024-10-12T00:00:00.000,30.0827,2.3157,2.7591,70475989,2838,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2024-10-19T00:00:00.000,33.3291,2.5685,3.0603,70954680,2959,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26T00:00:00.000,30.3868,2.3865,2.8435,71005182,3027,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07T00:00:00.000,9.0836,1.5505,1.8474,70877917,2907,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14T00:00:00.000,8.7767,1.4537,1.732,70881105,2856,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 3,2024-12-21T00:00:00.000,9.0516,1.4795,1.7628,70616455,2697,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28T00:00:00.000,6.1691,1.7552,2.0913,70766522,1718,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 1,2025-01-04T00:00:00.000,7.0908,1.6328,1.9454,70466555,1743,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 2,2025-01-11T00:00:00.000,6.7589,1.4707,1.7523,70326614,2368,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,2025-01-18T00:00:00.000,5.361,1.1384,1.3564,70382587,2833,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2025-01-25T00:00:00.000,5.9245,1.3444,1.6018,70423460,2340,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2024-11-02T00:00:00.000,20.5095,2.4299,2.8952,70819197,2434,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2024-11-09T00:00:00.000,18.0584,2.2774,2.7135,71005275,2558,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2024-11-16T00:00:00.000,16.1273,2.1948,2.6151,70822972,2960,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2024-11-23T00:00:00.000,15.3575,1.7985,2.1429,70883572,2962,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 5,2024-11-30T00:00:00.000,10.3007,1.7096,2.0369,70764718,2208,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2024-10-05T00:00:00.000,31.7927,3.9078,4.6561,70891889,1408,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2024-10-12T00:00:00.000,28.8222,2.3184,2.7623,70475989,2838,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2024-10-19T00:00:00.000,23.8598,2.297,2.7368,70954680,2959,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26T00:00:00.000,25.1816,2.3417,2.7902,71005182,3027,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,December Week 1,2024-12-07T00:00:00.000,13.6563,1.9887,2.3695,70877917,2907,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,December Week 2,2024-12-14T00:00:00.000,14.5288,2.1098,2.5138,70881105,2856,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,December Week 3,2024-12-21T00:00:00.000,13.2132,1.8018,2.1469,70616455,2697,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,December Week 4,2024-12-28T00:00:00.000,13.0479,2.4202,2.8836,70766522,1718,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,January Week 1,2025-01-04T00:00:00.000,12.6037,2.3351,2.7823,70466555,1743,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,January Week 2,2025-01-11T00:00:00.000,13.7544,2.0453,2.4369,70326614,2368,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,January Week 3,2025-01-18T00:00:00.000,13.3967,1.8894,2.2513,70382587,2833,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,January Week 4,2025-01-25T00:00:00.000,13.4359,2.3804,2.8362,70423460,2340,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,November Week 1,2024-11-02T00:00:00.000,16.9699,2.1284,2.536,70819197,2434,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,November Week 2,2024-11-09T00:00:00.000,17.9228,2.4989,2.9774,71005275,2558,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,November Week 3,2024-11-16T00:00:00.000,14.8841,1.849,2.203,70822972,2960,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,November Week 4,2024-11-23T00:00:00.000,14.3634,1.8598,2.216,70883572,2962,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,November Week 5,2024-11-30T00:00:00.000,14.1674,2.2676,2.7019,70764718,2208,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,October Week 1,2024-10-05T00:00:00.000,19.1264,3.2265,3.8443,70891889,1408,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,October Week 2,2024-10-12T00:00:00.000,19.6298,2.0222,2.4094,70475989,2838,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,October Week 3,2024-10-19T00:00:00.000,18.3185,2.1235,2.5302,70954680,2959,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine,October Week 4,2024-10-26T00:00:00.000,17.6918,2.0291,2.4177,71005182,3027,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,2024-12-07T00:00:00.000,40.5484,0.9879,1.1771,70877917,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 2,2024-12-14T00:00:00.000,41.2016,1.0189,1.214,70881105,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 3,2024-12-21T00:00:00.000,41.6986,1.034,1.232,70616455,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 4,2024-12-28T00:00:00.000,41.8406,1.0389,1.2378,70766522,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,January Week 1,2025-01-04T00:00:00.000,43.317,1.0678,1.2722,70466555,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,January Week 2,2025-01-11T00:00:00.000,43.5354,1.0777,1.2841,70326614,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,January Week 3,2025-01-18T00:00:00.000,44.1923,1.1405,1.3589,70382587,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,January Week 4,2025-01-25T00:00:00.000,44.4631,1.1779,1.4035,70423460,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 1,2024-11-02T00:00:00.000,30.8491,0.7291,0.8687,70819197,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 2,2024-11-09T00:00:00.000,32.3178,0.851,1.0139,71005275,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 3,2024-11-16T00:00:00.000,34.095,0.9032,1.0761,70822972,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 4,2024-11-23T00:00:00.000,35.4386,0.952,1.1343,70883572,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 5,2024-11-30T00:00:00.000,36.3308,1.0318,1.2294,70764718,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,October Week 1,2024-10-05T00:00:00.000,18.6531,0.7871,0.9379,70891889,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,October Week 2,2024-10-12T00:00:00.000,21.4653,0.9134,1.0883,70475989,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,October Week 3,2024-10-19T00:00:00.000,24.4927,0.9833,1.1716,70954680,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,October Week 4,2024-10-26T00:00:00.000,26.7398,1.2704,1.5137,71005182,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07T00:00:00.000,40.5484,0.9879,1.1771,70877917,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2024-12-14T00:00:00.000,41.2016,1.0189,1.214,70881105,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 3,2024-12-21T00:00:00.000,41.6986,1.034,1.232,70616455,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28T00:00:00.000,41.8406,1.0389,1.2378,70766522,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 1,2025-01-04T00:00:00.000,43.317,1.0678,1.2722,70466555,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 2,2025-01-11T00:00:00.000,43.5354,1.0777,1.2841,70326614,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 3,2025-01-18T00:00:00.000,44.1923,1.1405,1.3589,70382587,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 4,2025-01-25T00:00:00.000,44.4631,1.1779,1.4035,70423460,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2024-11-02T00:00:00.000,30.8491,0.7291,0.8687,70819197,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2024-11-09T00:00:00.000,32.3178,0.851,1.0139,71005275,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2024-11-16T00:00:00.000,34.095,0.9032,1.0761,70822972,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2024-11-23T00:00:00.000,35.4386,0.952,1.1343,70883572,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 5,2024-11-30T00:00:00.000,36.3308,1.0318,1.2294,70764718,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,October Week 1,2024-10-05T00:00:00.000,18.6531,0.7871,0.9379,70891889,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,October Week 2,2024-10-12T00:00:00.000,21.4653,0.9134,1.0883,70475989,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,October Week 3,2024-10-19T00:00:00.000,24.4927,0.9833,1.1716,70954680,43634,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26T00:00:00.000,26.7398,1.2704,1.5137,71005182,43634,0,NIS-Flu
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,August Week 4,2024-08-24T00:00:00.000,19.2276,4.0442,4.8186,,1198,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,August Week 5,2024-08-31T00:00:00.000,20.3337,3.5352,4.2121,,1333,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07T00:00:00.000,24.523,6.734,8.0235,,1191,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14T00:00:00.000,24.2972,6.8024,8.105,,1318,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 3,2024-12-21T00:00:00.000,18.6205,3.5542,4.2348,,1367,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28T00:00:00.000,16.4835,4.9574,5.9067,,777,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,2025-01-04T00:00:00.000,17.7787,5.1206,6.1011,,878,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 2,2025-01-11T00:00:00.000,20.3235,3.9684,4.7283,,1158,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,2025-01-18T00:00:00.000,17.172,3.199,3.8115,,1225,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2025-01-25T00:00:00.000,19.9755,4.8158,5.738,,998,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2024-11-02T00:00:00.000,19.1155,3.5216,4.1959,,1031,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2024-11-09T00:00:00.000,20.1643,5.2014,6.1974,,984,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2024-11-16T00:00:00.000,24.9892,5.2896,6.3025,,1274,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2024-11-23T00:00:00.000,23.7116,5.4448,6.4874,,1298,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 5,2024-11-30T00:00:00.000,16.5702,4.325,5.1532,,1012,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2024-10-05T00:00:00.000,14.1001,3.5625,4.2446,,981,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2024-10-12T00:00:00.000,17.0191,3.2786,3.9064,,1379,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2024-10-19T00:00:00.000,21.0138,4.4932,5.3536,,1377,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26T00:00:00.000,16.9702,3.6241,4.318,,1277,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 1,2024-09-07T00:00:00.000,17.2172,3.7391,4.4551,,1176,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 2,2024-09-14T00:00:00.000,20.1633,3.8755,4.6177,,1414,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 3,2024-09-21T00:00:00.000,20.6074,4.8817,5.8164,,1380,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 4,2024-09-28T00:00:00.000,18.946,4.3823,5.2215,,1430,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,August Week 4,2024-08-24T00:00:00.000,11.56,2.8119,3.3503,,1198,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,August Week 5,2024-08-31T00:00:00.000,10.0595,2.3815,2.8375,,1333,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07T00:00:00.000,7.1692,2.6545,3.1628,,1191,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14T00:00:00.000,6.8305,2.3832,2.8396,,1318,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 3,2024-12-21T00:00:00.000,9.0174,3.028,3.6078,,1367,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28T00:00:00.000,7.4859,3.951,4.7076,,777,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 1,2025-01-04T00:00:00.000,10.8019,1.8537,2.2087,,878,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 2,2025-01-11T00:00:00.000,5.3792,1.7548,2.0909,,1158,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,2025-01-18T00:00:00.000,10.9711,4.225,5.0341,,1225,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2025-01-25T00:00:00.000,4.6988,1.5351,1.8291,,998,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2024-11-02T00:00:00.000,7.104,1.9165,2.2835,,1031,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2024-11-09T00:00:00.000,7.1926,2.5123,2.9934,,984,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2024-11-16T00:00:00.000,6.0342,1.7982,2.1425,,1274,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2024-11-23T00:00:00.000,7.1719,3.5978,4.2868,,1298,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 5,2024-11-30T00:00:00.000,7.878,2.5259,3.0096,,1012,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2024-10-05T00:00:00.000,14.4114,3.2144,3.8299,,981,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2024-10-12T00:00:00.000,15.7191,2.7472,3.2733,,1379,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2024-10-19T00:00:00.000,9.4449,2.6435,3.1497,,1377,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26T00:00:00.000,9.069,3.1459,3.7483,,1277,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 1,2024-09-07T00:00:00.000,12.4353,3.7725,4.4949,,1176,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 2,2024-09-14T00:00:00.000,12.4746,3.1622,3.7677,,1414,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 3,2024-09-21T00:00:00.000,14.8356,3.796,4.5228,,1380,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 4,2024-09-28T00:00:00.000,13.0226,3.5424,4.2207,,1430,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,August Week 4,2024-08-24T00:00:00.000,38.4786,5.3122,6.3294,,1198,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,August Week 5,2024-08-31T00:00:00.000,38.7591,4.5704,5.4456,,1333,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,2024-12-07T00:00:00.000,24.7571,5.043,6.0087,,1191,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 2,2024-12-14T00:00:00.000,25.3216,6.1106,7.2807,,1318,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 3,2024-12-21T00:00:00.000,28.4243,4.8256,5.7497,,1367,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 4,2024-12-28T00:00:00.000,32.0436,5.9393,7.0766,,777,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,2025-01-04T00:00:00.000,26.1582,4.5264,5.3932,,878,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 2,2025-01-11T00:00:00.000,28.9205,5.2356,6.2381,,1158,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 3,2025-01-18T00:00:00.000,26.3594,4.3572,5.1915,,1225,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 4,2025-01-25T00:00:00.000,29.5419,7.5272,8.9686,,998,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 1,2024-11-02T00:00:00.000,33.9041,4.9849,5.9395,,1031,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 2,2024-11-09T00:00:00.000,32.5557,5.3197,6.3383,,984,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,2024-11-16T00:00:00.000,28.8032,5.266,6.2744,,1274,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 4,2024-11-23T00:00:00.000,28.0522,5.558,6.6223,,1298,0,NIS-ACM
RSV,,National,National,Overall,75+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 5,2024-11-30T00:00:00.000,33.0988,7.8075,9.3026,,1012,0,NIS-ACM
